orthomap	organism	mirna	gene	log2FoldChange	pvalue	baseMean	bMctrl	bMtreat	padj
ENSG00000155097|ENSMUSG00000022295	human	mir769	ATP6V1C1	-0.760817773639774	1.11018765639675e-22	607.151121058851	763.892170645814	450.410071471889	1.1434932860886525e-20
ENSG00000168615|ENSMUSG00000031555	human	mir769	ADAM9	0.687731277559164	1.02232385887591e-18	590.216264721957	451.909392132053	728.523137311861	5.264967873210937e-17
ENSG00000025039|ENSMUSG00000028278	human	mir769	RRAGD	-0.825665564524479	1.25949836971968e-17	386.587308480883	494.5656502206	278.608966741167	4.324277736037568e-16
ENSG00000180011|ENSMUSG00000049090	human	mir769	ZADH2	-0.83083486055409	5.86950329647605e-17	356.677075501341	456.913459040903	256.44069196178	1.511397098842583e-15
ENSG00000108064|ENSMUSG00000003923	human	mir769	TFAM	-0.572876113819902	1.57892567118219e-16	787.084065585892	941.529141588363	632.638989583422	3.2525868826353114e-15
ENSG00000101849|ENSMUSG00000025246	human	mir769	TBL1X	-0.582872060268851	3.91154734328357e-16	717.20935026339	860.351624938784	574.067075587996	6.714822939303462e-15
ENSG00000110841|ENSMUSG00000016487	human	mir769	PPFIBP1	-0.802502362817052	1.7110887400569502e-15	345.835037681081	439.886253660615	251.783821701547	2.5177448603695127e-14
ENSG00000134954|ENSMUSG00000032035	human	mir769	ETS1	-0.509442256934784	2.6676624930206502e-14	761.530848353355	894.780969109722	628.280727596987	3.4346154597640874e-13
ENSG00000133056|ENSMUSG00000026447	human	mir769	PIK3C2B	-0.753232756980352	4.8594495393067405e-14	339.856390991638	426.869499329232	252.843282654044	5.260439858363615e-13
ENSG00000133895|ENSMUSG00000024947	human	mir769	MEN1	-0.786596806814923	5.10722316345982e-14	314.647713325807	398.627425401201	230.668001250413	5.260439858363615e-13
ENSG00000110422|ENSMUSG00000027177	human	mir769	HIPK3	0.576220283934406	8.76760441169326e-13	592.823153040574	475.786775410241	709.859530670907	8.209665949130962e-12
ENSG00000198720|ENSMUSG00000037907	human	mir769	ANKRD13B	-0.894068305033873	1.9734109270524698e-11	204.00077163253	265.564583959991	142.436959305068	1.69384437905337e-10
	human	mir769	MARCHF8	-0.912807092683815	3.10936590967006e-11	197.309352739178	258.033110657578	136.585594820777	2.4635745284308933e-10
ENSG00000104164|ENSMUSG00000005804	human	mir769	BLOC1S6	-0.640184913358671	6.21429257303982e-11	377.316826919915	459.90369280604	294.72996103379	4.571943821593582e-10
ENSG00000186472|ENSMUSG00000061601	human	mir769	PCLO	-0.584852801383548	2.64965215990107e-10	472.601788332226	567.304860284026	377.898716380426	1.8194278164654016e-09
ENSG00000071205|ENSMUSG00000037148	human	mir769	ARHGAP10	-0.688043317606969	3.65293247150065e-10	278.167686881456	343.50364582802	212.831727934892	2.3515752785285436e-09
ENSG00000120949|ENSMUSG00000028602	human	mir769	TNFRSF8	0.559434924397671	4.38561156576862e-10	402.506282241987	325.238109311049	479.774455172925	2.6571646545539285e-09
ENSG00000106348|ENSMUSG00000003500	human	mir769	IMPDH1	-0.704368897392634	9.7023859371806e-10	247.85405819333	307.424586864172	188.283529522489	5.551920841831122e-09
ENSG00000058668|ENSMUSG00000026463	human	mir769	ATP2B4	-0.581066668982651	1.71047593426928e-09	421.43783749378	505.377699963522	337.497975024037	9.272580064722939e-09
ENSG00000106537|ENSMUSG00000020577	human	mir769	TSPAN13	-0.741024389926718	2.08621062148202e-09	225.805523331717	282.805899614717	168.805147048717	1.0743984700632403e-08
ENSG00000180488|ENSMUSG00000054942	human	mir769	MIGA1	0.794342651953513	4.17464164177699e-09	194.526279524732	142.018110796249	247.034448253215	2.0475623290620475e-08
ENSG00000113742|ENSMUSG00000020300	human	mir769	CPEB4	0.547312892850267	4.78816889258021e-09	411.055656463285	333.819320439427	488.291992487144	2.2417336178898258e-08
